,policy,category,fips,state,statename,year,month,day,adopted,ended
581,Closed businesses overnight,closure,24,MD,Maryland,2020,11,20,1.0,True
632,Began to reopen businesses,reopening,24,MD,Maryland,2020,05,15,0.0,True
582,Closed businesses overnight,closure,25,MA,Massachusetts,2020,11,06,1.0,True
633,Began to reopen businesses,reopening,25,MA,Massachusetts,2020,05,18,0.0,True
583,Closed businesses overnight,closure,26,MI,Michigan,2021,02,01,1.0,True
634,Began to reopen businesses,reopening,26,MI,Michigan,2020,05,26,0.0,True
584,Closed businesses overnight,closure,27,MN,Minnesota,2020,11,13,1.0,True
635,Began to reopen businesses,reopening,27,MN,Minnesota,2020,04,27,0.0,True
585,Closed businesses overnight,closure,28,MS,Mississippi,2020,05,07,1.0,True
636,Began to reopen businesses,reopening,28,MS,Mississippi,2020,04,27,0.0,True
586,Closed businesses overnight,closure,29,MO,Missouri,,,,1.0,True
637,Began to reopen businesses,reopening,29,MO,Missouri,2020,05,04,0.0,True
587,Closed businesses overnight,closure,30,MT,Montana,2020,11,20,1.0,True
638,Began to reopen businesses,reopening,30,MT,Montana,2020,04,27,0.0,True
588,Closed businesses overnight,closure,31,NE,Nebraska,,,,1.0,True
639,Began to reopen businesses,reopening,31,NE,Nebraska,2020,06,01,0.0,True
589,Closed businesses overnight,closure,32,NV,Nevada,,,,1.0,True
640,Began to reopen businesses,reopening,32,NV,Nevada,2020,05,09,0.0,True
590,Closed businesses overnight,closure,33,NH,New Hampshire,,,,1.0,True
641,Began to reopen businesses,reopening,33,NH,New Hampshire,2020,05,11,0.0,True
591,Closed businesses overnight,closure,34,NJ,New Jersey,2020,11,10,1.0,True
642,Began to reopen businesses,reopening,34,NJ,New Jersey,2020,05,18,0.0,True
592,Closed businesses overnight,closure,35,NM,New Mexico,2020,10,16,1.0,True
643,Began to reopen businesses,reopening,35,NM,New Mexico,2020,05,16,0.0,True
593,Closed businesses overnight,closure,36,NY,New York,2020,11,13,1.0,True
644,Began to reopen businesses,reopening,36,NY,New York,2020,06,08,0.0,True
594,Closed businesses overnight,closure,37,NC,North Carolina,2020,12,11,1.0,True
645,Began to reopen businesses,reopening,37,NC,North Carolina,2020,05,08,0.0,True
595,Closed businesses overnight,closure,38,ND,North Dakota,2020,11,16,1.0,True
646,Began to reopen businesses,reopening,38,ND,North Dakota,2020,05,01,0.0,True
596,Closed businesses overnight,closure,39,OH,Ohio,2020,11,19,1.0,True
647,Began to reopen businesses,reopening,39,OH,Ohio,2020,05,04,0.0,True
597,Closed businesses overnight,closure,40,OK,Oklahoma,2020,11,19,1.0,True
648,Began to reopen businesses,reopening,40,OK,Oklahoma,2020,04,24,0.0,True
598,Closed businesses overnight,closure,41,OR,Oregon,,,,1.0,True
649,Began to reopen businesses,reopening,41,OR,Oregon,2020,05,15,0.0,True
599,Closed businesses overnight,closure,42,PA,Pennsylvania,,,,1.0,True
650,Began to reopen businesses,reopening,42,PA,Pennsylvania,2020,06,05,0.0,True
600,Closed businesses overnight,closure,44,RI,Rhode Island,2020,11,08,1.0,True
651,Began to reopen businesses,reopening,44,RI,Rhode Island,2020,05,09,0.0,True
601,Closed businesses overnight,closure,45,SC,South Carolina,,,,1.0,True
652,Began to reopen businesses,reopening,45,SC,South Carolina,2020,04,20,0.0,True
602,Closed businesses overnight,closure,46,SD,South Dakota,,,,1.0,True
653,Began to reopen businesses,reopening,46,SD,South Dakota,,,,0.0,True
603,Closed businesses overnight,closure,47,TN,Tennessee,,,,1.0,True
654,Began to reopen businesses,reopening,47,TN,Tennessee,2020,04,27,0.0,True
604,Closed businesses overnight,closure,48,TX,Texas,,,,1.0,True
655,Began to reopen businesses,reopening,48,TX,Texas,2020,05,01,0.0,True
605,Closed businesses overnight,closure,49,UT,Utah,,,,1.0,True
656,Began to reopen businesses,reopening,49,UT,Utah,2020,05,01,0.0,True
606,Closed businesses overnight,closure,50,VT,Vermont,2020,11,14,1.0,True
657,Began to reopen businesses,reopening,50,VT,Vermont,2020,04,27,0.0,True
607,Closed businesses overnight,closure,51,VA,Virginia,2020,11,15,1.0,True
658,Began to reopen businesses,reopening,51,VA,Virginia,2020,05,29,0.0,True
608,Closed businesses overnight,closure,53,WA,Washington,,,,1.0,True
659,Began to reopen businesses,reopening,53,WA,Washington,2020,06,01,0.0,True
609,Closed businesses overnight,closure,54,WV,West Virginia,,,,1.0,True
660,Began to reopen businesses,reopening,54,WV,West Virginia,2020,05,04,0.0,True
610,Closed businesses overnight,closure,55,WI,Wisconsin,,,,1.0,True
661,Began to reopen businesses,reopening,55,WI,Wisconsin,2020,05,11,0.0,True
611,Closed businesses overnight,closure,56,WY,Wyoming,2020,12,09,1.0,True
662,Began to reopen businesses,reopening,56,WY,Wyoming,2020,05,01,0.0,True
969,Face mask mandate for employees of public-facing businesses,masks,1,AL,Alabama,2020,05,11,1.0,True
1020,Face mask mandate end for fully vaccinated,masks,1,AL,Alabama,2021,04,09,0.0,True
970,Face mask mandate for employees of public-facing businesses,masks,2,AK,Alaska,2020,04,24,1.0,True
1021,Face mask mandate end for fully vaccinated,masks,2,AK,Alaska,2021,05,22,0.0,True
971,Face mask mandate for employees of public-facing businesses,masks,4,AZ,Arizona,2020,05,08,1.0,True
1022,Face mask mandate end for fully vaccinated,masks,4,AZ,Arizona,2021,03,25,0.0,True
972,Face mask mandate for employees of public-facing businesses,masks,5,AR,Arkansas,2020,05,11,1.0,True
1023,Face mask mandate end for fully vaccinated,masks,5,AR,Arkansas,2021,03,30,0.0,True
973,Face mask mandate for employees of public-facing businesses,masks,6,CA,California,2020,05,05,1.0,True
1024,Face mask mandate end for fully vaccinated,masks,6,CA,California,2021,06,15,0.0,True
974,Face mask mandate for employees of public-facing businesses,masks,8,CO,Colorado,2020,04,23,1.0,True
1025,Face mask mandate end for fully vaccinated,masks,8,CO,Colorado,2021,05,15,0.0,True
975,Face mask mandate for employees of public-facing businesses,masks,9,CT,Connecticut,2020,04,03,1.0,True
1026,Face mask mandate end for fully vaccinated,masks,9,CT,Connecticut,2021,05,19,0.0,True
976,Face mask mandate for employees of public-facing businesses,masks,10,DE,Delaware,2020,05,01,1.0,True
1027,Face mask mandate end for fully vaccinated,masks,10,DE,Delaware,2021,05,21,0.0,True
977,Face mask mandate for employees of public-facing businesses,masks,11,DC,District of Columbia,2020,04,17,1.0,True
1028,Face mask mandate end for fully vaccinated,masks,11,DC,District of Columbia,2021,05,17,0.0,True
978,Face mask mandate for employees of public-facing businesses,masks,12,FL,Florida,2020,05,11,1.0,True
1029,Face mask mandate end for fully vaccinated,masks,12,FL,Florida,2021,05,04,0.0,True
979,Face mask mandate for employees of public-facing businesses,masks,13,GA,Georgia,2020,04,24,1.0,True
1030,Face mask mandate end for fully vaccinated,masks,13,GA,Georgia,2021,05,01,0.0,True
980,Face mask mandate for employees of public-facing businesses,masks,15,HI,Hawaii,2020,06,11,1.0,True
1031,Face mask mandate end for fully vaccinated,masks,15,HI,Hawaii,,,,0.0,True
981,Face mask mandate for employees of public-facing businesses,masks,16,ID,Idaho,,,,1.0,True
1032,Face mask mandate end for fully vaccinated,masks,16,ID,Idaho,,,,0.0,True
982,Face mask mandate for employees of public-facing businesses,masks,17,IL,Illinois,2020,05,01,1.0,True
1033,Face mask mandate end for fully vaccinated,masks,17,IL,Illinois,2021,06,11,0.0,True
983,Face mask mandate for employees of public-facing businesses,masks,18,IN,Indiana,2020,05,01,1.0,True
1034,Face mask mandate end for fully vaccinated,masks,18,IN,Indiana,2021,04,06,0.0,True
984,Face mask mandate for employees of public-facing businesses,masks,19,IA,Iowa,2020,11,17,1.0,True
1035,Face mask mandate end for fully vaccinated,masks,19,IA,Iowa,2021,02,07,0.0,True
985,Face mask mandate for employees of public-facing businesses,masks,20,KS,Kansas,2020,07,10,1.0,True
1036,Face mask mandate end for fully vaccinated,masks,20,KS,Kansas,2021,04,01,0.0,True
986,Face mask mandate for employees of public-facing businesses,masks,21,KY,Kentucky,2020,05,11,1.0,True
1037,Face mask mandate end for fully vaccinated,masks,21,KY,Kentucky,2021,05,13,0.0,True
987,Face mask mandate for employees of public-facing businesses,masks,22,LA,Louisiana,2020,05,01,1.0,True
1038,Face mask mandate end for fully vaccinated,masks,22,LA,Louisiana,2021,04,28,0.0,True
988,Face mask mandate for employees of public-facing businesses,masks,23,ME,Maine,2020,05,01,1.0,True
1039,Face mask mandate end for fully vaccinated,masks,23,ME,Maine,2021,05,24,0.0,True
989,Face mask mandate for employees of public-facing businesses,masks,24,MD,Maryland,2020,04,18,1.0,True
1040,Face mask mandate end for fully vaccinated,masks,24,MD,Maryland,2021,05,15,0.0,True
990,Face mask mandate for employees of public-facing businesses,masks,25,MA,Massachusetts,2020,05,06,1.0,True
1041,Face mask mandate end for fully vaccinated,masks,25,MA,Massachusetts,2021,05,29,0.0,True
991,Face mask mandate for employees of public-facing businesses,masks,26,MI,Michigan,2020,04,27,1.0,True
1042,Face mask mandate end for fully vaccinated,masks,26,MI,Michigan,2021,05,15,0.0,True
992,Face mask mandate for employees of public-facing businesses,masks,27,MN,Minnesota,2020,07,25,1.0,True
1043,Face mask mandate end for fully vaccinated,masks,27,MN,Minnesota,2021,05,14,0.0,True
993,Face mask mandate for employees of public-facing businesses,masks,28,MS,Mississippi,2020,05,07,1.0,True
1044,Face mask mandate end for fully vaccinated,masks,28,MS,Mississippi,2020,09,30,0.0,True
994,Face mask mandate for employees of public-facing businesses,masks,29,MO,Missouri,,,,1.0,True
1045,Face mask mandate end for fully vaccinated,masks,29,MO,Missouri,,,,0.0,True
995,Face mask mandate for employees of public-facing businesses,masks,30,MT,Montana,2020,07,15,1.0,True
1046,Face mask mandate end for fully vaccinated,masks,30,MT,Montana,2021,02,12,0.0,True
996,Face mask mandate for employees of public-facing businesses,masks,31,NE,Nebraska,,,,1.0,True
1047,Face mask mandate end for fully vaccinated,masks,31,NE,Nebraska,,,,0.0,True
997,Face mask mandate for employees of public-facing businesses,masks,32,NV,Nevada,2020,05,09,1.0,True
1048,Face mask mandate end for fully vaccinated,masks,32,NV,Nevada,2021,05,13,0.0,True
998,Face mask mandate for employees of public-facing businesses,masks,33,NH,New Hampshire,2020,05,01,1.0,True
1049,Face mask mandate end for fully vaccinated,masks,33,NH,New Hampshire,2021,04,16,0.0,True
999,Face mask mandate for employees of public-facing businesses,masks,34,NJ,New Jersey,2020,04,08,1.0,True
1050,Face mask mandate end for fully vaccinated,masks,34,NJ,New Jersey,2021,05,28,0.0,True
1000,Face mask mandate for employees of public-facing businesses,masks,35,NM,New Mexico,2020,05,06,1.0,True
1051,Face mask mandate end for fully vaccinated,masks,35,NM,New Mexico,2021,05,14,0.0,True
1001,Face mask mandate for employees of public-facing businesses,masks,36,NY,New York,2020,04,17,1.0,True
1052,Face mask mandate end for fully vaccinated,masks,36,NY,New York,2021,05,19,0.0,True
1002,Face mask mandate for employees of public-facing businesses,masks,37,NC,North Carolina,2020,06,26,1.0,True
1053,Face mask mandate end for fully vaccinated,masks,37,NC,North Carolina,2021,05,14,0.0,True
1003,Face mask mandate for employees of public-facing businesses,masks,38,ND,North Dakota,2020,04,28,1.0,True
1054,Face mask mandate end for fully vaccinated,masks,38,ND,North Dakota,2021,01,18,0.0,True
1004,Face mask mandate for employees of public-facing businesses,masks,39,OH,Ohio,2020,04,29,1.0,True
1055,Face mask mandate end for fully vaccinated,masks,39,OH,Ohio,2021,05,14,0.0,True
1005,Face mask mandate for employees of public-facing businesses,masks,40,OK,Oklahoma,,,,1.0,True
1056,Face mask mandate end for fully vaccinated,masks,40,OK,Oklahoma,,,,0.0,True
1006,Face mask mandate for employees of public-facing businesses,masks,41,OR,Oregon,2020,05,09,1.0,True
1057,Face mask mandate end for fully vaccinated,masks,41,OR,Oregon,2021,05,13,0.0,True
1007,Face mask mandate for employees of public-facing businesses,masks,42,PA,Pennsylvania,2020,04,19,1.0,True
1058,Face mask mandate end for fully vaccinated,masks,42,PA,Pennsylvania,2021,05,13,0.0,True
1008,Face mask mandate for employees of public-facing businesses,masks,44,RI,Rhode Island,2020,04,18,1.0,True
1059,Face mask mandate end for fully vaccinated,masks,44,RI,Rhode Island,2021,05,18,0.0,True
1009,Face mask mandate for employees of public-facing businesses,masks,45,SC,South Carolina,2020,08,03,1.0,True
1060,Face mask mandate end for fully vaccinated,masks,45,SC,South Carolina,2021,05,11,0.0,True
1010,Face mask mandate for employees of public-facing businesses,masks,46,SD,South Dakota,,,,1.0,True
1061,Face mask mandate end for fully vaccinated,masks,46,SD,South Dakota,,,,0.0,True
1011,Face mask mandate for employees of public-facing businesses,masks,47,TN,Tennessee,,,,1.0,True
1062,Face mask mandate end for fully vaccinated,masks,47,TN,Tennessee,,,,0.0,True
1012,Face mask mandate for employees of public-facing businesses,masks,48,TX,Texas,2020,07,03,1.0,True
1063,Face mask mandate end for fully vaccinated,masks,48,TX,Texas,2021,03,10,0.0,True
1013,Face mask mandate for employees of public-facing businesses,masks,49,UT,Utah,2020,04,10,1.0,True
1064,Face mask mandate end for fully vaccinated,masks,49,UT,Utah,2021,04,10,0.0,True
1014,Face mask mandate for employees of public-facing businesses,masks,50,VT,Vermont,2020,04,17,1.0,True
1065,Face mask mandate end for fully vaccinated,masks,50,VT,Vermont,2021,05,14,0.0,True
1015,Face mask mandate for employees of public-facing businesses,masks,51,VA,Virginia,2020,05,29,1.0,True
1066,Face mask mandate end for fully vaccinated,masks,51,VA,Virginia,2021,05,15,0.0,True
1016,Face mask mandate for employees of public-facing businesses,masks,53,WA,Washington,2020,06,08,1.0,True
1067,Face mask mandate end for fully vaccinated,masks,53,WA,Washington,2021,05,13,0.0,True
1017,Face mask mandate for employees of public-facing businesses,masks,54,WV,West Virginia,2020,05,11,1.0,True
1068,Face mask mandate end for fully vaccinated,masks,54,WV,West Virginia,2021,05,14,0.0,True
1018,Face mask mandate for employees of public-facing businesses,masks,55,WI,Wisconsin,2020,08,01,1.0,True
1069,Face mask mandate end for fully vaccinated,masks,55,WI,Wisconsin,2021,03,31,0.0,True
1019,Face mask mandate for employees of public-facing businesses,masks,56,WY,Wyoming,2020,05,01,1.0,True
1070,Face mask mandate end for fully vaccinated,masks,56,WY,Wyoming,2021,03,16,0.0,True
1173,Face mask mandate in schools for 2021-22 school year,masks,1,AL,Alabama,,,,1.0,True
1224,Ended face mask mandate,masks,1,AL,Alabama,2021,04,09,0.0,True
1174,Face mask mandate in schools for 2021-22 school year,masks,2,AK,Alaska,,,,1.0,True
1225,Ended face mask mandate,masks,2,AK,Alaska,2020,05,22,0.0,True
1175,Face mask mandate in schools for 2021-22 school year,masks,4,AZ,Arizona,,,,1.0,True
1226,Ended face mask mandate,masks,4,AZ,Arizona,2021,03,25,0.0,True
1176,Face mask mandate in schools for 2021-22 school year,masks,5,AR,Arkansas,,,,1.0,True
1227,Ended face mask mandate,masks,5,AR,Arkansas,2021,03,30,0.0,True
1177,Face mask mandate in schools for 2021-22 school year,masks,6,CA,California,2021,08,02,1.0,True
1228,Ended face mask mandate,masks,6,CA,California,,,,0.0,True
1178,Face mask mandate in schools for 2021-22 school year,masks,8,CO,Colorado,,,,1.0,True
1229,Ended face mask mandate,masks,8,CO,Colorado,2021,05,15,0.0,True
1179,Face mask mandate in schools for 2021-22 school year,masks,9,CT,Connecticut,2021,08,07,1.0,True
1230,Ended face mask mandate,masks,9,CT,Connecticut,,,,0.0,True
1180,Face mask mandate in schools for 2021-22 school year,masks,10,DE,Delaware,2021,08,16,1.0,True
1231,Ended face mask mandate,masks,10,DE,Delaware,2021,05,21,0.0,True
1181,Face mask mandate in schools for 2021-22 school year,masks,11,DC,District of Columbia,2021,07,31,1.0,True
1232,Ended face mask mandate,masks,11,DC,District of Columbia,,,,0.0,True
1182,Face mask mandate in schools for 2021-22 school year,masks,12,FL,Florida,,,,1.0,True
1233,Ended face mask mandate,masks,12,FL,Florida,2021,05,04,0.0,True
1183,Face mask mandate in schools for 2021-22 school year,masks,13,GA,Georgia,,,,1.0,True
1234,Ended face mask mandate,masks,13,GA,Georgia,2021,05,01,0.0,True
1184,Face mask mandate in schools for 2021-22 school year,masks,15,HI,Hawaii,2021,07,30,1.0,True
1235,Ended face mask mandate,masks,15,HI,Hawaii,,,,0.0,True
1185,Face mask mandate in schools for 2021-22 school year,masks,16,ID,Idaho,,,,1.0,True
